GeneSymbol,Description,NormalizedCounts m01 ,NormalizedCounts m02,NormalizedCounts m03,NormalizedCounts m04,NormalizedCounts m05,NormalizedCounts m06,NormalizedCounts m07,NormalizedCounts m08,NormalizedCounts m09,NormalizedCounts m10,NormalizedCounts v01,NormalizedCounts v02,NormalizedCounts v03,NormalizedCounts v04,NormalizedCounts v05,NormalizedCounts v06,NormalizedCounts v07,NormalizedCounts v08,NormalizedCounts v09,NormalizedCounts v10
PNN,"pinin, desmosome associated protein",1711.44,2015.50,1648.31,1696.83,1954.61,1801.58,1793.50,2058.83,1682.06,2039.91,2012.02,1789.66,1848.95,1755.68,2048.31,1827.46,2017.30,2032.29,2051.07,1884.81
PNO1,partner of NOB1 homolog,258.39,276.89,241.26,219.23,228.48,184.44,208.45,275.60,201.55,238.66,230.34,268.02,252.63,214.08,214.83,171.61,225.17,254.73,221.29,242.75
PNOC,prepronociceptin,1.96,0.00,7.20,3.29,7.88,1.00,2.45,4.67,8.44,5.40,1.72,2.59,2.73,1.02,0.93,1.16,1.08,6.48,0.00,8.67
PNP,purine nucleoside phosphorylase,710.32,669.69,521.23,499.84,832.27,645.06,807.65,601.42,719.68,566.94,820.79,565.43,419.22,489.62,744.50,539.19,705.27,540.03,691.22,346.79
PNPLA1,patatin like phospholipase domain containing 1,0.00,4.29,2.70,0.00,3.58,2.99,0.82,4.67,0.00,0.00,1.72,0.86,2.73,4.10,3.70,0.00,0.00,0.93,2.38,1.73
PNPLA2,patatin like phospholipase domain containing 2,618.95,740.52,610.35,643.44,638.17,642.07,651.51,775.42,741.84,707.33,522.56,763.42,677.31,872.72,894.51,602.97,581.32,929.07,766.18,818.43
PNPLA3,patatin like phospholipase domain containing 3,0.00,0.00,0.00,9.87,0.00,0.00,0.00,2.34,1.06,2.16,0.86,1.73,0.00,5.12,0.00,1.16,0.54,1.85,3.57,0.00
PNPLA4,patatin like phospholipase domain containing 4,51.09,28.98,63.02,29.60,60.88,48.85,47.41,43.21,50.65,60.47,43.83,31.12,35.50,11.27,75.01,48.70,47.09,66.69,30.93,32.95
PNPLA6,patatin like phospholipase domain containing 6,1019.79,1000.24,849.81,1044.62,1163.17,1131.59,1255.62,1033.50,1077.40,1088.53,960.03,1000.31,792.02,1191.28,1226.95,1014.61,1025.16,1126.37,1039.81,927.67
PNPLA7,patatin like phospholipase domain containing 7,198.46,170.64,162.04,228.00,206.28,173.48,278.75,195.02,251.15,199.78,207.99,114.99,181.62,267.35,149.09,172.77,310.15,236.21,251.03,331.19
PNPLA8,patatin like phospholipase domain containing 8,643.51,597.78,747.19,529.44,446.22,463.60,475.76,413.40,469.58,489.19,609.36,819.61,700.53,519.33,435.22,565.86,556.96,471.48,496.11,629.43
PNPO,pyridoxamine 5'-phosphate oxidase,191.58,168.49,214.25,177.57,177.63,183.45,233.79,158.82,142.46,217.06,177.91,176.37,210.29,187.45,171.31,156.54,197.56,128.75,172.51,143.92
PNPT1,polyribonucleotide nucleotidyltransferase 1,459.79,370.26,464.52,343.09,403.24,436.69,380.12,415.74,396.77,437.36,427.16,421.05,531.20,344.17,328.73,442.95,411.90,369.59,342.64,466.43
PNRC1,proline rich nuclear receptor coactivator 1,3661.61,4333.65,4051.01,4206.99,3375.63,3163.47,2772.82,3637.69,3441.15,3618.72,3726.66,5043.91,3839.92,3881.15,3483.61,3489.10,3070.61,3934.90,3548.92,4190.97
PNRC2,proline rich nuclear receptor coactivator 2,1640.70,1598.02,1584.40,1832.75,1673.13,1595.20,1780.42,1629.08,1677.84,1651.15,1842.70,1647.01,1556.73,1525.21,1814.03,1717.30,1953.97,1624.72,1521.65,1565.76
POC1A,POC1 centriolar protein A,12.77,30.05,29.71,43.85,38.68,26.92,74.39,19.85,46.43,63.71,24.07,30.26,32.77,26.63,49.08,51.02,57.37,25.01,38.07,20.81
POC1B,POC1 centriolar protein B,323.23,269.38,356.49,299.25,291.51,359.92,295.92,221.88,252.20,221.38,352.38,244.67,303.15,253.01,310.21,320.04,334.50,265.85,268.88,284.37
POC1B-GALNT4,POC1B-GALNT4 readthrough,3.93,2.15,2.70,3.29,21.49,4.98,2.45,7.01,7.39,3.24,3.44,6.92,5.46,8.19,14.82,13.91,4.33,6.48,5.95,10.40
POC5,POC5 centriolar protein,260.35,256.50,228.66,258.69,212.72,246.26,250.96,203.20,221.60,207.34,260.42,200.58,278.57,255.06,218.54,237.71,271.72,221.38,216.53,187.27
PODN,podocan,0.98,3.22,2.70,0.00,9.31,1.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00,2.05,9.26,3.48,0.00,0.00,0.00,0.00
PODNL1,podocan like 1,20.63,20.39,15.30,16.44,25.07,16.95,12.26,17.52,11.61,15.12,20.63,24.21,8.19,14.34,21.30,13.91,15.16,23.16,16.66,6.94
PODXL,podocalyxin like,37.33,41.86,57.61,24.12,30.80,33.90,17.17,33.87,28.49,19.44,51.57,45.82,66.91,43.02,55.56,34.79,29.77,49.09,36.88,36.41
PODXL2,podocalyxin like 2,36.35,68.69,52.21,50.42,35.10,30.91,43.33,116.78,35.88,51.83,42.11,83.86,64.18,74.78,37.04,42.90,33.56,83.37,39.26,65.89
POF1B,"POF1B, actin binding protein",0.98,4.29,1.80,9.87,1.43,1.99,12.26,7.01,10.55,14.04,2.58,0.00,4.10,15.36,1.85,3.48,21.11,5.56,10.71,8.67
POFUT1,protein O-fucosyltransferase 1,465.68,488.31,472.62,515.19,391.78,442.67,549.33,454.27,470.64,518.35,409.11,469.46,469.75,474.26,467.63,485.85,493.09,456.66,474.70,430.02
POFUT2,protein O-fucosyltransferase 2,449.96,639.64,528.43,477.92,545.06,506.47,385.84,432.09,452.70,411.44,488.18,553.33,533.93,609.47,604.68,509.04,420.02,467.78,439.01,440.42
POGK,pogo transposable element derived with KRAB domain,1084.63,1176.24,1173.89,1049.01,1245.54,1123.62,912.28,1234.36,1159.71,1022.66,1042.54,1174.09,1198.95,1157.48,1233.43,1222.17,984.56,1278.29,1180.20,1215.50
POGLUT1,protein O-glucosyltransferase 1,495.16,418.55,529.33,430.78,434.04,443.66,455.32,453.11,564.55,455.71,453.80,459.09,505.25,354.41,449.11,506.73,484.43,441.84,554.41,464.70
POGZ,pogo transposable element derived with ZNF domain,1511.02,1342.59,1818.46,1439.23,1390.93,1427.70,1061.88,1428.22,1357.04,1235.40,1370.85,1363.43,2029.21,1532.38,1426.96,1541.05,1290.38,1464.47,1364.60,1876.14
POLA1,"DNA polymerase alpha 1, catalytic subunit",422.46,387.43,396.10,412.15,392.50,463.60,452.05,392.38,476.97,476.23,446.06,364.85,435.61,319.59,380.59,430.19,440.59,379.78,496.11,464.70
POLA2,"DNA polymerase alpha 2, accessory subunit",340.91,316.60,337.58,323.36,331.62,356.93,346.60,288.45,296.52,302.37,278.47,263.69,379.62,342.12,312.99,302.64,252.77,251.95,324.79,299.97
POLB,DNA polymerase beta,174.88,206.06,157.54,208.27,159.72,190.43,246.87,149.48,148.79,166.30,222.60,177.24,178.89,180.28,159.27,176.25,234.91,181.55,189.16,149.12
POLD1,"DNA polymerase delta 1, catalytic subunit",431.30,423.92,393.40,425.30,449.08,441.67,480.67,430.92,474.86,537.79,487.32,476.38,400.11,509.09,509.30,430.19,314.48,375.15,439.01,332.92
POLD2,"DNA polymerase delta 2, accessory subunit",370.39,480.80,358.29,348.57,373.16,323.03,396.47,414.57,397.83,435.20,439.19,520.47,374.16,436.36,359.29,343.23,332.34,403.86,391.42,289.57
POLD3,"DNA polymerase delta 3, accessory subunit",268.21,277.96,279.97,301.44,285.06,301.09,376.03,288.45,355.62,345.57,281.05,268.02,271.74,239.69,259.28,303.80,317.18,258.44,296.24,286.10
POLD4,"DNA polymerase delta 4, accessory subunit",439.16,441.09,357.39,454.90,414.70,471.58,620.45,446.10,428.43,491.35,428.88,389.92,292.23,507.04,423.18,441.79,469.28,440.92,448.52,308.64
POLDIP2,DNA polymerase delta interacting protein 2,518.74,551.63,433.91,465.86,463.41,548.35,638.44,513.83,527.62,607.98,507.09,568.89,409.66,492.70,561.16,429.04,534.23,506.68,493.73,410.95
POLDIP3,DNA polymerase delta interacting protein 3,1004.07,1136.54,1041.56,1063.26,1020.64,1153.53,1213.11,1158.46,1099.56,1091.77,1067.46,1200.89,1056.94,1156.46,1106.57,1092.30,1158.85,1055.05,1119.52,955.41
POLE,"DNA polymerase epsilon, catalytic subunit",1054.18,1226.69,1355.74,1194.79,1289.94,1263.20,1099.48,1075.54,1220.92,1118.77,1236.78,1088.50,1362.82,1350.05,1244.54,1187.38,925.57,1033.74,1085.02,1149.61
POLE2,"DNA polymerase epsilon 2, accessory subunit",18.67,19.32,21.61,33.98,33.66,28.91,50.68,22.19,44.32,39.96,29.22,26.80,20.48,25.61,32.41,45.22,40.05,35.20,39.26,24.28
POLE3,"DNA polymerase epsilon 3, accessory subunit",575.72,657.88,535.63,551.36,497.79,453.63,628.63,580.40,532.90,695.45,548.34,690.79,492.96,472.21,523.19,509.04,557.50,551.15,525.85,492.44
POLE4,"DNA polymerase epsilon 4, accessory subunit",133.61,122.35,142.24,127.15,177.63,156.53,123.44,130.79,148.79,158.74,146.11,166.00,142.02,153.65,186.13,166.98,111.50,134.31,157.04,105.77
POLG,"DNA polymerase gamma, catalytic subunit",1851.93,1849.15,1747.34,1727.52,2067.78,2107.65,1850.73,1939.71,1797.08,1862.81,1761.05,1873.53,1730.15,2051.71,2125.17,1897.03,1696.87,1848.88,2029.66,1525.88
POLG2,"DNA polymerase gamma 2, accessory subunit",216.14,237.18,251.16,235.67,215.59,220.34,205.18,218.38,204.72,251.61,242.37,238.62,277.21,200.77,238.91,250.46,219.21,254.73,203.44,320.78
POLH,DNA polymerase eta,380.21,393.87,360.99,336.52,454.81,337.98,438.16,333.99,380.94,370.40,402.23,337.18,364.60,288.86,426.89,469.62,469.28,377.93,449.71,376.27
POLI,DNA polymerase iota,457.82,326.26,486.12,434.07,482.03,396.81,306.55,464.78,384.11,302.37,460.68,345.83,499.79,365.68,480.59,488.17,425.44,470.56,377.14,367.60
POLK,DNA polymerase kappa,444.07,499.05,550.04,542.59,474.15,459.62,470.04,490.48,462.20,430.88,497.63,543.82,652.73,456.85,413.00,507.88,542.89,449.25,467.56,631.16
POLL,DNA polymerase lambda,414.60,404.60,415.90,469.15,444.07,430.70,409.55,477.63,415.77,446.00,394.50,415.86,370.06,498.84,457.44,401.21,419.48,498.35,412.83,345.06
POLM,DNA polymerase mu,512.84,569.88,438.41,488.88,477.01,521.43,497.83,727.54,377.78,523.75,458.96,503.18,535.30,679.12,507.45,521.80,457.91,677.12,440.19,624.22
POLN,DNA polymerase nu,36.35,30.05,42.31,37.27,50.14,45.86,40.06,39.71,30.60,36.72,44.69,21.61,55.99,51.22,29.63,45.22,31.39,33.35,23.79,36.41
POLQ,DNA polymerase theta,65.82,54.73,42.31,130.44,124.63,135.59,231.34,79.41,160.40,195.46,53.29,36.31,31.41,39.95,64.82,114.80,174.83,42.61,103.51,88.43
POLR1A,RNA polymerase I subunit A,1017.82,1090.39,1133.38,828.68,910.34,1069.78,1104.39,1130.43,927.56,1089.61,1049.41,1091.95,1062.40,951.59,817.66,997.22,1057.09,1152.31,954.15,1173.89
POLR1B,RNA polymerase I subunit B,768.28,552.71,620.26,559.03,502.08,548.35,492.93,632.95,602.54,577.74,741.72,546.41,663.66,488.60,571.34,591.37,525.57,610.43,552.03,591.28
POLR1C,RNA polymerase I subunit C,273.12,218.94,198.95,233.48,222.03,218.34,198.64,274.43,209.99,281.85,276.75,185.02,215.76,199.74,247.24,226.11,204.06,249.17,266.50,204.61
POLR1D,RNA polymerase I subunit D,778.11,845.69,819.21,797.99,776.40,713.85,883.67,782.43,684.85,965.42,804.46,829.12,789.29,840.97,834.33,753.71,761.56,745.67,747.14,636.36
POLR1E,RNA polymerase I subunit E,421.47,465.78,476.22,446.13,555.80,465.60,438.98,502.15,437.93,414.68,414.26,565.43,432.88,526.50,569.49,478.90,415.69,453.88,469.94,378.00
POLR2B,RNA polymerase II subunit B,1964.91,1462.79,1745.54,2023.48,1895.17,1902.27,2443.38,2191.96,2395.40,2300.17,2039.52,1344.41,1831.20,1850.95,1891.82,2030.38,2448.15,2143.45,2344.93,1947.23
POLR2C,RNA polymerase II subunit C,528.56,672.91,508.63,599.59,612.38,577.26,626.17,649.30,641.59,691.13,662.65,674.37,460.19,696.54,698.20,560.06,626.25,638.22,666.24,573.94
POLR2D,RNA polymerase II subunit D,297.68,215.72,301.58,215.94,241.37,267.20,275.48,255.75,256.42,300.21,263.00,262.83,225.32,251.98,251.87,285.25,267.39,251.95,260.55,268.76
POLR2E,RNA polymerase II subunit E,645.47,687.93,648.16,608.36,782.85,790.62,855.06,790.60,822.03,922.23,684.14,719.32,674.58,677.08,798.21,705.01,725.30,808.65,801.87,771.61
POLR2F,RNA polymerase II subunit F,105.12,121.27,118.83,140.31,166.88,143.57,192.92,107.44,165.67,150.10,90.24,129.69,107.88,137.26,164.83,136.83,145.60,171.36,159.42,91.90
POLR2G,RNA polymerase II subunit G,324.21,324.11,268.27,321.17,333.77,354.93,462.68,360.85,373.56,493.51,366.99,303.46,262.19,350.32,287.06,311.92,388.09,344.58,392.61,202.87
POLR2H,RNA polymerase II subunit H,331.09,372.41,225.96,258.69,318.01,278.16,277.94,274.43,276.47,306.69,314.57,333.72,256.72,334.95,308.36,279.45,259.27,339.02,276.01,213.28
POLR2I,RNA polymerase II subunit I,150.32,168.49,105.33,127.15,108.15,123.63,161.04,100.43,122.41,159.82,101.42,155.62,81.93,146.48,121.31,127.55,131.53,109.30,132.06,79.76
POLR2J,RNA polymerase II subunit J,137.54,166.35,129.63,150.17,119.61,155.53,173.30,164.66,161.45,161.98,149.55,169.46,144.75,207.94,100.01,124.07,154.80,161.18,185.60,159.52
POLR2K,RNA polymerase II subunit K,213.19,274.74,213.35,211.56,201.26,231.30,232.16,219.55,239.54,234.34,173.61,266.29,170.69,185.40,242.61,208.72,245.19,216.75,221.29,140.45
POLR2L,RNA polymerase II subunit L,161.12,157.76,134.13,162.23,190.52,185.44,237.06,220.71,194.16,281.85,127.20,134.01,107.88,211.01,194.46,171.61,208.39,181.55,187.98,105.77
POLR2M,RNA polymerase II subunit M,233.82,290.84,336.68,251.02,262.14,229.31,233.79,307.13,274.36,240.82,267.30,365.71,301.79,247.89,290.76,259.74,271.72,248.25,203.44,227.15
POLR3A,RNA polymerase III subunit A,573.75,541.97,676.97,600.69,604.50,568.29,614.73,609.59,632.09,597.18,648.04,488.48,685.51,559.28,642.64,582.10,589.98,589.12,680.52,750.80
POLR3B,RNA polymerase III subunit B,250.53,152.40,229.56,215.94,201.98,191.42,167.58,206.70,201.55,212.74,187.36,178.10,238.97,167.99,162.98,213.36,186.74,216.75,183.22,272.23
POLR3C,RNA polymerase III subunit C,443.09,382.06,395.20,402.28,393.93,414.75,417.72,443.76,419.99,456.79,467.55,402.89,413.76,376.95,385.22,430.19,419.48,461.29,421.16,376.27
POLR3D,RNA polymerase III subunit D,461.75,578.46,528.43,520.67,482.03,518.44,453.69,573.39,464.31,520.51,458.10,539.49,569.43,533.67,482.45,480.06,488.22,572.45,473.51,485.51
POLR3E,RNA polymerase III subunit E,953.96,1109.71,957.84,943.78,873.81,810.56,819.91,921.39,803.04,926.55,971.20,1142.96,1022.80,1049.93,883.40,869.67,868.73,992.99,868.49,974.48
POLR3F,RNA polymerase III subunit F,139.51,144.88,131.43,120.58,105.29,118.64,93.19,133.13,89.70,119.87,119.47,134.01,128.36,139.31,128.71,117.11,157.51,143.58,104.69,105.77
POLR3G,RNA polymerase III subunit G,25.54,32.20,34.21,32.88,29.37,23.93,35.97,35.03,30.60,30.24,22.35,22.48,32.77,20.49,25.93,22.03,29.77,40.76,38.07,43.35
POLR3GL,RNA polymerase III subunit G like,314.39,368.11,330.38,383.65,383.19,333.99,412.82,393.55,396.77,431.96,285.34,343.24,308.61,384.12,376.88,347.87,410.82,351.99,361.67,270.50
POLR3H,RNA polymerase III subunit H,868.49,994.87,1035.26,911.99,882.41,854.43,783.13,878.18,770.33,840.16,858.61,964.00,996.85,1011.00,880.62,855.75,714.47,816.99,782.83,908.59
POLR3K,RNA polymerase III subunit K,93.33,116.98,67.52,100.85,99.56,84.74,140.60,91.09,104.47,101.51,78.21,94.24,90.13,116.77,82.41,112.48,108.25,78.74,65.43,67.62
POLRMT,RNA polymerase mitochondrial,802.67,844.62,738.18,864.86,851.61,799.59,697.29,834.98,742.89,709.49,789.85,836.04,757.88,1045.83,974.15,766.47,643.57,915.18,810.20,695.32
POM121,POM121 transmembrane nucleoporin,1529.68,1197.71,1472.77,1646.40,1326.47,1471.57,1183.68,1434.06,1441.46,1342.30,1344.21,1211.27,1676.89,1914.45,1304.73,1342.76,1274.14,1533.94,1368.17,1950.70
POM121C,POM121 transmembrane nucleoporin C,768.28,665.39,770.59,602.88,728.41,806.57,568.13,596.75,741.84,504.31,524.28,596.55,910.82,824.58,561.16,737.48,494.72,721.58,691.22,884.32
POMC,proopiomelanocortin,15.72,26.83,26.11,29.60,36.53,17.95,8.17,37.37,15.83,37.80,18.91,24.21,30.04,42.00,53.71,23.19,17.86,17.60,22.60,31.21
POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",362.53,443.24,471.72,450.51,443.35,370.88,465.13,553.54,435.82,465.43,385.90,402.03,457.46,485.53,515.78,386.13,406.49,570.60,447.33,402.28
POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",101.19,112.69,115.23,97.56,113.17,98.70,77.66,115.61,81.25,85.31,88.53,139.20,109.24,112.68,144.46,114.80,75.24,127.83,69.00,93.63
POMK,protein-O-mannose kinase,288.84,214.64,225.96,254.30,214.16,245.26,255.86,235.90,218.44,264.57,211.43,228.25,247.16,234.57,223.17,263.22,225.17,253.80,270.07,286.10
POMP,proteasome maturation protein,278.04,212.50,256.56,265.27,184.07,322.03,454.51,220.71,334.51,325.05,232.06,307.79,199.37,165.94,164.83,257.42,412.45,204.71,274.82,235.82
POMT1,protein O-mannosyltransferase 1,477.47,731.93,514.93,620.42,572.99,594.21,492.93,579.23,568.78,561.54,503.65,683.88,583.09,681.17,665.79,612.24,529.36,604.87,610.32,544.46
POMT2,protein O-mannosyltransferase 2,124.77,137.37,107.13,108.52,110.30,93.72,90.74,98.10,93.92,89.63,117.75,120.18,92.86,149.55,105.56,100.88,67.12,121.34,93.99,131.78
POMZP3,POM121 and ZP3 fusion,143.44,132.01,135.93,107.42,60.16,93.72,109.54,129.63,67.54,103.67,97.12,134.01,165.23,118.82,80.56,100.88,105.01,131.53,93.99,130.05
PON1,paraoxonase 1,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.86,0.00,2.73,0.00,0.00,0.00,2.17,0.00,0.00,0.00
PON2,paraoxonase 2,54.04,41.86,63.92,40.56,55.87,68.79,63.76,60.73,54.87,74.51,69.62,47.55,54.62,23.56,35.19,75.37,70.91,55.58,61.87,71.09
PON3,paraoxonase 3,0.00,0.00,0.00,1.10,2.15,1.99,1.63,0.00,0.00,1.08,0.00,0.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
POP1,"POP1 homolog, ribonuclease P/MRP subunit",140.49,159.91,177.34,178.67,178.34,161.51,168.40,181.01,183.61,177.10,159.00,128.82,180.25,118.82,128.71,149.58,188.36,187.11,141.58,169.93
POP4,"POP4 homolog, ribonuclease P/MRP subunit",196.49,208.20,225.96,248.82,232.78,200.40,274.67,206.70,247.98,275.37,206.27,223.92,169.33,215.11,214.83,183.21,241.95,190.82,235.56,197.67
POP5,"POP5 homolog, ribonuclease P/MRP subunit",241.68,227.52,203.45,230.19,227.05,207.38,227.25,302.46,254.31,251.61,258.70,211.82,214.39,268.37,240.76,209.88,246.82,224.16,287.91,178.60
POP7,"POP7 homolog, ribonuclease P/MRP subunit",80.56,127.71,81.92,80.02,103.14,96.71,133.25,68.90,110.80,123.11,90.24,108.94,49.16,85.02,99.08,57.98,90.93,75.96,127.30,76.29
POPDC2,popeye domain containing 2,31.44,31.12,50.41,51.52,40.11,44.86,40.87,52.55,43.26,32.40,51.57,51.87,49.16,42.00,44.45,32.47,35.72,31.49,52.35,53.75
POR,cytochrome p450 oxidoreductase,488.28,643.93,489.72,532.72,603.79,491.52,680.94,491.64,527.62,575.58,483.88,641.51,436.98,713.95,656.53,438.31,523.40,610.43,555.60,436.96
PORCN,porcupine O-acyltransferase,105.12,113.76,112.53,115.09,113.88,119.64,114.44,113.28,100.25,122.03,107.43,108.07,99.69,128.04,122.23,120.59,100.68,97.26,66.62,84.96
POT1,protection of telomeres 1,353.68,419.63,415.90,359.53,305.83,334.99,359.68,371.36,374.61,354.20,416.84,394.24,453.36,273.49,343.55,398.89,402.16,339.95,308.14,376.27
POTEE,POTE ankyrin domain family member E,0.98,1.07,0.00,1.10,0.72,0.00,4.90,1.17,2.11,0.00,0.86,0.00,1.37,4.10,1.85,1.16,0.54,3.71,0.00,0.00
POTEF,POTE ankyrin domain family member F,1.96,4.29,5.40,8.77,1.43,3.99,4.90,4.67,3.17,5.40,3.44,0.86,2.73,4.10,6.48,3.48,4.87,2.78,3.57,5.20
POTEI,POTE ankyrin domain family member I,4.91,1.07,3.60,9.87,4.30,2.99,4.09,4.67,3.17,4.32,0.86,5.19,2.73,2.05,0.93,1.16,3.25,0.93,3.57,1.73
POTEM,POTE ankyrin domain family member M,15.72,9.66,3.60,5.48,12.18,12.96,26.98,8.17,11.61,23.76,16.33,12.10,2.73,20.49,12.96,11.60,14.61,12.97,15.47,19.07
POU1F1,POU class 1 homeobox 1,1.96,1.07,0.90,0.00,2.15,2.99,0.00,0.00,3.17,1.08,1.72,3.46,0.00,1.02,2.78,0.00,3.25,4.63,0.00,6.94
POU2AF1,POU class 2 associating factor 1,18.67,20.39,6.30,24.12,25.78,51.84,34.33,18.68,50.65,41.04,36.10,14.70,4.10,16.39,20.37,15.07,38.43,14.82,30.93,15.61
POU2F1,POU class 2 homeobox 1,1050.25,993.80,1343.14,1092.85,974.08,905.27,678.49,956.43,1007.76,1004.30,1124.19,1022.79,1687.82,1095.00,871.37,1070.27,779.97,973.54,961.29,1433.98
POU2F2,POU class 2 homeobox 2,504.98,413.19,375.39,402.28,498.50,488.53,442.24,388.88,510.74,365.00,430.59,378.68,356.41,476.31,383.36,437.15,442.21,389.04,433.06,577.41
POU2F3,POU class 2 homeobox 3,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,1.06,0.00,0.86,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00
POU3F1,POU class 3 homeobox 1,0.98,2.15,3.60,4.38,5.73,1.00,3.27,8.17,3.17,5.40,2.58,2.59,1.37,2.05,3.70,8.12,4.33,0.00,2.38,1.73
POU3F2,POU class 3 homeobox 2,0.00,0.00,2.70,1.10,0.00,0.00,0.82,1.17,1.06,0.00,0.00,0.00,1.37,0.00,1.85,0.00,0.00,0.00,0.00,1.73
POU4F1,POU class 4 homeobox 1,6.88,6.44,2.70,1.10,7.88,6.98,1.63,2.34,1.06,2.16,0.86,5.19,1.37,2.05,1.85,6.96,2.71,0.93,0.00,3.47
POU4F2,POU class 4 homeobox 2,1.96,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
POU4F3,POU class 4 homeobox 3,0.00,1.07,0.00,0.00,0.00,0.00,2.45,0.00,2.11,1.08,0.00,0.00,1.37,1.02,0.00,1.16,0.54,0.00,2.38,0.00
POU5F1,POU class 5 homeobox 1,18.67,15.03,10.80,15.35,24.35,30.91,22.89,8.17,17.94,14.04,26.64,6.92,19.12,12.29,12.96,28.99,15.70,25.01,14.28,26.01
POU5F1B,POU class 5 homeobox 1B,49.12,37.56,37.81,32.88,42.26,43.87,25.34,52.55,49.60,27.00,60.16,47.55,55.99,47.12,10.19,45.22,29.77,54.65,55.92,57.22
POU5F2,"POU domain class 5, transcription factor 2",82.53,75.13,90.92,78.92,83.08,89.73,61.31,61.89,74.92,62.63,79.07,77.81,66.91,95.26,54.63,78.85,75.24,92.63,83.28,105.77
POU6F1,POU class 6 homeobox 1,566.88,1034.58,1080.27,944.87,633.15,651.04,266.49,739.22,521.29,444.92,587.02,1056.51,1222.17,1270.16,689.87,714.29,381.59,947.60,654.34,615.55
POU6F2,POU class 6 homeobox 2,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,8.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,2.38,0.00
PP2D1,protein phosphatase 2C like domain containing 1,15.72,22.54,27.01,21.92,23.64,22.93,17.17,39.71,44.32,28.08,31.80,28.53,55.99,14.34,34.26,17.39,59.54,34.27,21.41,60.69
PPA1,pyrophosphatase (inorganic) 1,786.95,678.27,575.24,833.07,625.99,701.89,808.47,923.73,554.00,798.04,806.18,736.62,521.64,738.53,592.64,800.09,809.74,771.60,562.74,395.34
PPA2,pyrophosphatase (inorganic) 2,326.18,289.77,297.07,283.90,254.98,307.08,276.30,329.32,306.02,387.68,305.97,322.49,309.98,299.10,211.13,313.08,307.44,312.16,280.77,279.17
PPAN,peter pan homolog (Drosophila),33.40,57.95,31.51,37.27,52.29,33.90,60.49,60.73,36.93,50.75,55.01,51.87,24.58,61.46,63.89,41.74,34.64,54.65,42.83,62.42
PPAP2A,NA,199.44,164.20,207.05,251.02,143.25,163.51,447.97,185.68,214.21,328.29,219.16,129.69,185.71,149.55,139.83,194.81,376.18,155.62,166.56,204.61
PPAP2B,NA,1.96,1.07,0.00,0.00,0.00,1.00,1.63,0.00,1.06,1.08,0.86,0.00,0.00,0.00,0.00,1.16,2.71,0.00,0.00,0.00
PPAP2C,NA,4.91,6.44,2.70,2.19,15.04,1.00,0.82,1.17,1.06,1.08,3.44,6.05,2.73,6.15,8.33,3.48,1.08,0.93,1.19,0.00
PPAPDC1B,NA,278.04,326.26,301.58,338.71,366.71,300.10,331.89,274.43,279.64,221.38,286.20,314.70,274.48,296.03,400.03,376.86,370.23,283.45,308.14,287.84
PPAPDC2,NA,191.58,181.37,261.97,256.50,208.43,240.28,237.88,209.04,274.36,213.82,201.12,158.22,232.14,244.81,265.76,241.19,226.25,237.13,270.07,242.75
PPAPDC3,NA,1.96,1.07,2.70,1.10,2.86,0.00,1.63,3.50,1.06,0.00,2.58,0.86,4.10,0.00,0.00,0.00,1.62,3.71,0.00,3.47
PPARA,peroxisome proliferator activated receptor alpha,455.86,461.48,406.00,435.17,530.73,530.40,382.57,412.23,391.50,303.45,396.22,452.17,420.59,464.02,492.63,495.13,414.07,441.84,404.50,365.86
PPARD,peroxisome proliferator activated receptor delta,481.40,331.62,432.11,349.67,384.62,380.85,314.72,432.09,332.40,320.73,385.90,347.56,472.48,440.46,373.18,388.45,337.21,454.81,372.38,563.54
PPARG,peroxisome proliferator activated receptor gamma,21.61,19.32,7.20,13.15,31.51,45.86,85.83,22.19,42.21,28.08,14.61,20.75,1.37,6.15,15.74,31.31,57.37,17.60,35.69,6.94
PPARGC1A,PPARG coactivator 1 alpha,1.96,0.00,0.00,1.10,1.43,0.00,2.45,0.00,1.06,0.00,1.72,0.00,1.37,0.00,0.00,0.00,1.62,0.00,2.38,1.73
PPARGC1B,PPARG coactivator 1 beta,317.33,225.38,227.76,261.98,153.27,159.52,190.47,231.22,254.31,271.05,279.33,220.47,286.77,244.81,159.27,193.65,225.71,214.90,227.24,334.65
PPAT,phosphoribosyl pyrophosphate amidotransferase,275.09,176.01,235.86,244.44,250.68,231.30,223.17,242.90,236.37,251.61,269.87,231.71,230.78,185.40,213.91,197.12,257.64,239.91,203.44,228.88
